ID_,Title,Subtitle,Version,Genre,Genre2,BPM,Composer,Writer,Arranger,Artist,Singer,PlayTime,Tag,VersionTag,OwnBG,MVFee,License,Status,Remark,DiscLevel_EZ_NM_HD_MX_SC,UserLevel_EZ_NM_HD_MX_SC,DiscLevel_EZ_NM_HD_MX_SC,UserLevel_EZ_NM_HD_MX_SC,PlayFeeSingle,PlayFeeMultiple,Premium,RefSpeed_5K,RefSpeed_7K
161,Merry_christmas_...,_,Original,R&B,cs,96,none,none,JJ_Groove,ECO,后,117,carol2,ORG,none,0,License,onair,_,1_5_7_8_99,1_5_7_20_99,2_6_8_9_99,1_6_8_20_99,0_0_0_50_50,0_0_0_50_50,0,5_5_5_5_5,5.5_5.5_5.5_5.5_5.5
162,MOTO,_,Original,K_Pop,pp,112,Kenzie,BoA&Kenzie,Kenzie,none,BoA,128,Moto,ORG,none,0,License,onair,_,2_5_10_99_99,1_5_10_99_99,3_6_10_99_99,1_6_10_99_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
163,MY_NAME,_,Original,Urban_Dance,pp,110,Kenzie,Kenzie,Kenzie,none,BoA,131,MYNAME,ORG,none,0,License,onair,_,2_5_9_99_99,1_5_9_99_99,2_5_9_99_99,1_5_9_99_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
164,Oh!,_,Original,K_Pop,pp,101,捞刮快,脚驱己&捞刮快,捞刮快,none,脚拳,128,Oh,ORG,none,0,License,onair,_,1_4_7_99_99,1_4_7_99_99,1_4_7_99_99,1_4_7_99_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
165,Pleeez,_,Original,R&B,pp,102,绊康券,绊康券/倾犁酋,绊康券,D,蜡柳,139,Pleez,ORG,none,0,License,onair,_,1_5_7_99_99,1_5_7_99_99,3_7_9_99_99,1_7_9_99_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
166,Rain,_,Original,electronic,te,130,Jeppet,Jeppet,Jeppet,ECO,Romantic_English_Man,117,RAIN,ORG,own,0,License,onair,_,3_7_11_99_99,1_7_11_99_99,3_8_11_99_99,1_8_11_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
167,Real_Life,_,Original,K_Pop,pp,100,绊康券,捞辣版,绊康券,NONE,BMK,131,Reallife,ORG,none,0,License,offair,_,2_5_8_99_99,1_5_8_99_99,2_5_8_99_99,1_5_8_99_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
168,Regret_of_snow,_,Original,Cyber_Euro_Dance,te,186,SHIKI,none,SHIKI,none,none,111,Regret,ORG,none,0,License,offair,_,3_6_12_99_99,1_6_12_99_99,3_7_12_99_99,1_7_12_99_99,0_0_0_50_50,0_0_0_50_50,0,2.5_2.5_2.5_2.5_2.5,3_3_3_3_3
169,Relax,_,Original,R&B,pp,96,mAd_sOuL_cHiLd,Eugene,炔蛮锐,none,Eugene,136,Relax,ORG,none,0,License,onair,_,1_5_7_99_99,1_5_7_99_99,3_6_8_99_99,1_6_8_99_99,0_0_0_50_50,0_0_0_50_50,0,5_5_5_5_5,5.5_5.5_5.5_5.5_5.5
170,Reload,_,Original,K_Pop,pp,105,篮瘤盔,篮瘤盔&TYFOON&JUVIE_TRAIN,篮瘤盔,none,篮瘤盔,123,Reload,ORG,none,0,License,onair,_,2_5_8_99_99,1_5_8_99_99,2_5_8_99_99,1_5_8_99_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
171,Rising_sun,_,Original,K_Pop,pp,125,蜡康柳,蜡康柳,蜡康柳,none,悼规脚扁,141,Risingsun,ORG,none,0,License,offair,_,2_5_9_99_99,1_5_9_99_99,2_6_9_99_99,1_6_9_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
172,Rudolf,_,Original,Bossa_Nova,cs,137,none,none,JJ_Groove,Eyehead,蜡柳,122,carol1,ORG,none,0,License,onair,_,2_4_7_99_99,1_4_7_99_99,2_4_7_99_99,1_4_7_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
173,Sakurakagetsu,_,Original,JP-SPIRITUAL_POP,te,138,AKITO,none,AKITO,Tari&Eter,none,130,Sakura,ORG,own,0,License,offair,_,3_6_8_99_99,1_6_8_99_99,3_7_8_99_99,1_7_8_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
174,Say_My_Love,_,Original,Drum_n_Bass,te,175,JJ_Groove,Pfull,JJ_Groove,D,Pfull,135,SayMyLove,ORG,none,0,License,onair,_,3_8_11_99_99,1_8_11_99_99,4_9_12_99_99,1_9_12_99_99,0_0_0_50_50,0_0_0_50_50,0,2.5_2.5_2.5_2.5_2.5,3_3_3_3_3
175,Scully_Doesn`t_Know,_,Original,K_Pop,pp,120,捞瘤赴,捞侩锐,捞瘤赴,NONE,shina-e,133,ScullyK,ORG,none,0,License,onair,_,2_4_6_99_99,1_3_3_99_99,2_4_8_99_99,1_3_3_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
176,STEPPING_OUT-STEP_REMIX-,_,Original,K_Pop,pp,130,辫己绕,辫己绕,辫己绕,NONE,Christina,136,Steppingout2,ORG,none,0,License,onair,_,2_9_99_99_99,1_9_99_99_99,2_9_99_99_99,1_9_99_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
177,Sweet,_,Original,K_Pop,pp,128,lee_juno&lee_jinwook,lee_juno,lee_juno,none,lee_yoongjin,126,Sweet,ORG,none,0,License,offair,_,2_5_9_10_99,1_5_9_5_99,2_6_10_10_99,1_6_10_5_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
178,Sweet_Love,_,Original,House,hd,140,M2U,Pfull,M2U,Ayamy,Pfull,130,SweetLove,ORG,none,0,License,offair,_,2_6_11_99_99,1_6_11_99_99,4_7_11_99_99,1_7_11_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
179,The_girl_is_mine(feat_Lisa),_,Original,K_Pop,pp,96,辫怕泅,救康刮,mordny,none,Fly_to_the_sky,136,Thegirl,ORG,none,0,License,offair,_,2_5_9_99_99,1_5_9_99_99,2_6_9_99_99,1_6_9_99_99,0_0_0_50_50,0_0_0_50_50,0,5_5_5_5_5,5.5_5.5_5.5_5.5_5.5
180,The_Tokyo,_,Original,Trance,te,143,I．B．I．S,none,I．B．I．S,none,none,122,Tokyo,ORG,none,0,License,onair,_,2_5_11_99_99,1_5_11_99_99,2_5_11_99_99,1_5_11_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
181,Together,_,Original,K_Dance,pp,144,高耀太,林康绕,林康绕,none,KOYOTE,129,Together,ORG,none,0,License,onair,_,3_7_10_99_99,1_7_10_99_99,4_8_11_99_99,1_8_11_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
182,Tri-Angle,_,Extended_Version,Rock,pp,90,东方神起,蜡康柳,蜡康柳,none,悼规脚扁,145,TRIANGLE,ORG,none,0,License,onair,_,2_5_8_11_99,1_5_8_15_99,2_5_8_11_99,1_5_8_15_99,0_0_0_50_50,0_0_0_50_50,0,5_5_5_5_5,5.5_5.5_5.5_5.5_5.5
183,Windy,_,Original,Garage_Dance,pp,120,倾犁酋,捞林泅,倾犁酋,Sonar,蜡柳,133,Windy,ORG,own,0,License,onair,_,2_5_10_99_99,1_5_10_99_99,3_6_10_99_99,1_6_10_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
184,Without_Your_Love,_,Original,Dance,pp,134,厘快酋,厘快酋,MAD_SOUL_CHILD_&_Tabias_Kegaelind,none,JTL,122,WithOutYourLove,ORG,none,0,License,onair,_,2_6_9_99_99,1_6_9_99_99,3_7_8_99_99,1_7_8_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
185,悲哀的祈祷_赢,_,Original,K_Pop,pp,103,何劝,何劝,何劝,none,何劝,140,Lnight2,ORG,none,0,License,offair,_,2_5_8_99_99,1_5_8_99_99,2_5_8_99_99,1_5_8_99_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
186,匕首,_,Original,Melodic_Core,pp,100,蜡己痹,蜡己痹,蜡己痹,none,蜡己痹,128,BISOO,ORG,none,0,License,offair,_,1_4_7_99_99,1_4_7_99_99,1_4_8_99_99,1_4_8_99_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
187,拨弦波尔卡,_,Original,Classic,cs,130,酱飘扼快胶,none,blueM,none,none,108,PIZZICATO,ORG,none,0,License,onair,_,4_7_10_99_99,1_7_10_99_99,3_8_9_99_99,1_8_9_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
188,春天之歌,_,Original,Classic,cs,145,MendelsSohn,none,blueM,none,none,107,Songofspring,ORG,none,0,License,offair,_,3_8_11_99_99,1_8_11_99_99,3_8_10_99_99,1_8_10_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
189,从现在起,_,Original,K_Dance,pp,148,高耀太,坷悼侥,沥柳荐,none,KOYOTE,142,FromNow,ORG,none,0,License,onair,_,2_6_9_99_99,1_6_9_99_99,3_6_9_99_99,1_6_9_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
190,电话号码,_,Original,HipHop,pp,88,TEDDY,TEDDY,TEDDY,none,瘤穿记,126,PHONE,ORG,none,0,License,offair,_,2_5_9_99_99,1_5_9_99_99,2_5_9_99_99,1_5_9_99_99,0_0_0_50_50,0_0_0_50_50,0,5_5_5_5_5,5.5_5.5_5.5_5.5_5.5
191,动物嘉年华,_,Original,Classic,cs,110,积惑胶,none,blueM,none,none,83,ANIMAL,ORG,none,0,License,onair,_,4_7_9_99_99,1_7_9_99_99,3_8_9_99_99,1_8_9_99_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
192,放弃,_,Original,K_Pop,pp,120,冠辟枚,MAYBEE,BRIAN_KIM,NONE,Tei,135,Dannyum,ORG,none,0,License,offair,_,2_6_7_99_99,1_6_7_99_99,2_6_7_99_99,1_6_7_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
193,疯狂(Crazy),_,Original,K_Pop,pp,93,炼康荐,救康刮,炼康荐,none,脚拳,130,Crazy2,ORG,none,0,License,onair,_,4_7_99_99_99,1_7_99_99_99,4_7_99_99_99,1_7_99_99_99,0_0_0_50_50,0_0_0_50_50,0,5_5_5_5_5,5.5_5.5_5.5_5.5_5.5
194,暴风雪山,_,Original,Garage_Dance,pp,138,炔技霖,炼篮锐,mAD_sOuL_cHiLd,NONE,蜡柳,129,STORM,ORG,none,0,License,onair,_,5_7_10_99_99,1_7_10_99_99,5_7_10_99_99,1_7_10_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
195,火花,_,Original,K_Dance,pp,142,高耀太,Toyohisa_Araki,none,none,KOYOTE,133,fire,ORG,none,0,License,onair,_,2_5_10_11_99,1_5_10_6_99,3_6_10_12_99,1_6_10_6_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
196,欢呼,_,Original,Funk,pp,100,蜡己痹,蜡己痹,蜡己痹,none,蜡己痹,128,BRAVO,ORG,none,0,License,offair,_,2_5_9_99_99,1_5_9_99_99,2_5_9_99_99,1_5_9_99_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
197,蝗虫,_,Original,HipHop,pp,109,Perry,psy,Perry,none,Lexy,123,IDIOT,ORG,none,0,License,onair,_,2_5_8_99_99,1_5_8_99_99,2_5_8_99_99,1_5_8_99_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
198,情感,_,Original,R&B,pp,101,TEDDY,Y．G．,TEDDY,none,seven,134,Passion,ORG,none,0,License,onair,_,2_4_7_99_99,1_4_7_99_99,3_5_8_99_99,1_5_8_99_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
199,筷子,_,Original,Classic,cs,160,Rielly,none,blueM,none,none,95,Chopmarch,ORG,none,0,License,offair,_,4_7_11_99_99,1_7_11_99_99,3_8_11_99_99,1_8_11_99_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
200,梦见,_,Original,K_Pop,pp,93,辣籍霖,none,辣籍霖,none,none,111,dreammeet,ORG,none,0,License,onair,_,2_4_7_99_99,1_4_7_99_99,2_4_7_99_99,1_4_7_99_99,0_0_0_50_50,0_0_0_50_50,0,5_5_5_5_5,5.5_5.5_5.5_5.5_5.5
201,慢慢地走,_,Original,K_Pop,pp,140,捞侩刮,捞侩刮,捞侩刮,none,KOYOTE,129,Slowwalk,ORG,none,0,License,offair,_,2_7_10_99_99,1_7_10_99_99,2_7_10_99_99,1_7_10_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
202,猫头鹰,_,Original,K_Pop,pp,94,捞力捞,BIZZY,捞力捞,none,篮瘤盔,122,owl,ORG,none,0,License,offair,_,2_4_8_99_99,1_4_8_99_99,2_5_8_99_99,1_5_8_99_99,0_0_0_50_50,0_0_0_50_50,0,5_5_5_5_5,5.5_5.5_5.5_5.5_5.5
203,妹妹的梦,_,Original,K_Pop,pp,130,Dan_Blan,全瘤蜡,none,none,泅康,140,Sister,ORG,none,0,License,offair,_,2_5_8_99_99,1_5_8_99_99,2_5_9_99_99,1_5_9_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
204,蜜蜂女王,_,Original,Classic,cs,142,Rimskii_Korsakov,none,blueM,none,none,114,QueenBee,ORG,none,0,License,onair,_,3_8_11_13_99,1_8_11_17_99,3_8_11_13_99,1_8_11_17_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
205,如果记忆,_,Original,K_Pop,pp,74,何劝,何劝,何劝,none,何劝,142,Chuok,ORG,none,0,License,offair,_,2_4_6_99_99,1_4_6_99_99,2_4_6_99_99,1_4_6_99_99,0_0_0_50_50,0_0_0_50_50,0,5_5_5_5_5,5.5_5.5_5.5_5.5_5.5
206,通过一个朋友_feat._Lyn,_,Original,R&B,pp,98,Moh_Denebi,Cho_eunhee,Moh_Denebi,none,SOL_FLOWER,122,FinalFriend,ORG,none,0,License,onair,_,2_6_8_99_99,1_6_8_99_99,3_6_8_99_99,1_6_8_99_99,0_0_0_50_50,0_0_0_50_50,0,5_5_5_5_5,5.5_5.5_5.5_5.5_5.5
207,纹身,_,Original,K_Pop,pp,66,辣铰券,YG,辣铰券,none,seven,128,Tattoo,ORG,none,0,License,offair,_,1_4_7_99_99,1_4_7_99_99,1_4_7_99_99,1_4_7_99_99,0_0_0_50_50,0_0_0_50_50,0,5_5_5_5_5,5.5_5.5_5.5_5.5_5.5
208,心悸(PIT-A-PAT),_,Original,K_Pop,pp,105,冠芒泅,冠芒泅,冠芒泅,none,BoA,136,Pitapat,ORG,none,0,License,offair,_,2_4_7_99_99,1_4_7_99_99,2_4_7_99_99,1_4_7_99_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
209,一个爱..,_,Original,Ballad,pp,65,炔技霖,炼篮锐,炔技霖,none,Tei,146,LOVEISONE,ORG,none,0,License,offair,_,1_3_6_99_99,1_3_6_99_99,1_3_6_99_99,1_3_6_99_99,0_0_0_50_50,0_0_0_50_50,0,5_5_5_5_5,5.5_5.5_5.5_5.5_5.5
210,游泳,_,Original,electronic,pp,105,Jeppet,Jeppet,Jeppet,none,ZU,109,YUYOUNG,ORG,own,0,License,offair,_,1_5_99_99_99,1_5_99_99_99,1_6_99_99_99,1_6_99_99_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
211,预感,_,Original,Modern_Rock,pp,124,剧康绕,结聪,PBs,none,PBs,116,Yegam,ORG,none,0,License,onair,_,1_5_9_10_99,1_5_9_3_99,2_6_9_11_99,1_6_9_3_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
212,HEXAD,_,Original,Electro_House,te,135,Electronic_Boutique,none,Electronic_Boutique,none,none,117,Hexad,ORG,none,0,Pentavision,onair,_,99_7_10_99_12,99_8_18_99_28,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
213,The_Prince_of_Darkness,_,Original,Trance,te,160,M2U,none,none,none,none,118,darkness,ORG,none,0,Pentavision,onair,_,99_99_13_99_99,99_99_25_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
214,Future,_,Original,DJ_Techno,te,146,Remix_Station,none,none,none,none,92,future,ORG,none,0,Pentavision,onair,_,99_6_11_99_99,99_1_12_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
215,Play_The_Future,_,Original,Electro_House,te,128,Urbatronic_Chopsticks,none,none,none,none,115,playthefuture,ORG,none,0,Pentavision,onair,_,99_7_11_99_99,99_1_15_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
216,Energy_Flower_3008,_,Original,Techno,te,133,r300k,none,none,none,none,126,flower,ORG,none,0,Pentavision,onair,_,99_7_12_99_99,99_1_8_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
217,Hyper_Magic,_,Original,Techno,te,170,Memme,none,none,none,none,130,hyper,ORG,none,0,Pentavision,onair,_,99_10_15_99_99,99_8_20_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,2.5_2.5_2.5_2.5_2.5,3_3_3_3_3
218,Back_of_Beyond,_,Original,Oriental_Ethnic_pop,pp,120,M2U,none,none,none,none,108,@beyond,ORG,none,0,Pentavision,onair,_,6_7_99_99_99,1_6_99_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
219,Blackbird,_,Original,Big_Beat,pp,116,M2U,none,none,none,none,114,@blackbird,ORG,none,0,Pentavision,onair,_,4_6_11_99_99,1_6_15_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
220,Gray_Street,_,Original,ACID_HOUSE,pp,135,M2U,none,none,none,none,135,@gray,ORG,none,0,Pentavision,onair,_,99_9_10_10_99,99_6_99_21_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
221,Gray_Hunter,_,Original,2_STEP,pp,125,M2U,none,none,none,none,130,@hunter,ORG,none,0,Pentavision,onair,_,99_8_10_99_99,99_6_20_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
222,Paradise,_,Original,ChipTune_House,pp,128,M2U,none,none,none,none,103,@paradise,ORG,none,0,Pentavision,onair,_,99_5_99_8_99,99_6_99_18_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
223,天地开闢,_,Original,Oriental_Music,pp,150,M2U,none,none,none,none,128,@samul,ORG,none,0,Pentavision,onair,_,6_8_9_99_99,1_6_18_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
224,Shot_Time,_,Original,ACID_HOUSE,pp,128,M2U,none,none,none,none,112,@shottime,ORG,none,0,Pentavision,onair,_,99_5_8_99_99,99_6_18_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
225,Space_Destiny,_,Original,Trance_Pop,pp,170,M2U,none,none,none,none,119,@space,ORG,none,0,Pentavision,onair,_,7_8_9_99_99,1_6_20_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,2.5_2.5_2.5_2.5_2.5,3_3_3_3_3
226,Toy_War,_,Original,FUTION,pp,160,M2U,none,none,none,none,117,@toy,ORG,none,0,Pentavision,onair,_,5_8_11_11_99,1_6_99_18_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
227,White_Rose,_,Original,ACID_JAZZ,pp,128,M2U,none,none,none,none,119,@white,ORG,none,0,Pentavision,onair,_,5_9_11_99_99,1_6_20_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
228,First_Choice,_,Original,Trance,te,150,M2U,none,none,none,none,78,@first,ORG,none,0,Pentavision,onair,_,99_99_9_10_99,99_99_12_15_99,99_99_10_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
229,Second_Choice,_,Original,Trance,te,150,M2U,none,none,none,none,113,@second,ORG,none,0,Pentavision,offair,_,3_6_9_11_99,1_6_8_9_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
230,Southwest_Cadillac,_,Original,HIPHOP,pp,95,Jeon_Jun-kyu,none,none,none,none,110,@cadillac,ORG,none,0,Pentavision,onair,_,99_5_8_99_99,99_2_12_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,5_5_5_5_5,5.5_5.5_5.5_5.5_5.5
231,Stay,_,Original,House_POP,pp,125,Mario_Bolden,none,none,none,none,108,@stay,ORG,none,0,Pentavision,onair,_,4_7_9_12_99,1_5_10_99_99,99_99_99_13_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
232,The_Rhythm,_,Original,House,pp,135,Croove,none,none,none,none,112,@therhythm,ORG,none,0,Pentavision,onair,_,3_6_9_11_99,1_6_11_18_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
233,Aquaris,_,Original,Trance_Fusion,te,140,Croove,none,none,none,none,125,@Aquaris,ORG,none,0,Pentavision,onair,_,3_7_9_10_99,1_8_12_15_99,99_99_99_99_99,99_99_99_99_99,0_0_0_80_80,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
234,Combination,_,Original,NJ_POP,pp,115,Kim_Zin-kwon,none,none,none,none,84,@Combination,ORG,none,0,Pentavision,onair,_,1_4_7_8_99,1_5_9_12_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
235,Lie_Lie,_,Original,House_POP,pp,125,ANDY_LEE,none,none,none,none,96,@Lielie,ORG,none,0,Pentavision,onair,_,3_6_9_99_99,1_7_11_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
236,Minus1_~Space_Mix~,_,Original,Techno_Trance,te,140,Croove,none,none,none,none,98,@Minus1rm,ORG,none,0,Pentavision,onair,_,4_9_10_11_99,1_11_15_18_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
237,Panic_Strike,_,Original,Space_DnB,pp,160,Forte_Escape,none,none,none,none,114,@Panic,ORG,none,0,Pentavision,onair,_,4_8_11_14_99,1_10_16_21_99,99_99_99_99_99,99_99_99_99_99,0_0_0_100_150,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
238,You_were_the_one,_,Original,NONE,pp,110,Kim_Min,none,none,none,none,94,@Youwere,ORG,none,0,Pentavision,onair,_,3_6_9_10_99,1_6_10_13_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
239,Sinus,_,Original,Piano_Etuden,pp,124,Yak_won,none,none,none,none,116,@sinus,ORG,none,0,Pentavision,onair,_,99_9_13_99_99,99_12_17_99_99,99_99_14_99_99,99_99_18_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
240,Envy_Mask,_,Original,NONE,pp,118,Creatune,none,none,none,none,108,@Envy,ORG,none,0,Pentavision,onair,_,2_6_9_11_99,1_6_10_14_99,99_99_99_99_99,99_99_99_99_99,0_0_0_80_80,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
241,I_Want_You,_,Original,Piano_Etuden,pp,140,Lin-G,none,none,none,none,110,@iwantyou,ORG,none,0,Pentavision,onair,_,99_7_9_11_99,99_8_10_15_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
242,Stay_(TAK_Remix),_,Original,House_POP,pp,125,Mario_Bolden,none,none,none,none,133,@stay,RM1,none,0,Pentavision,onair,_,99_99_99_12_99,99_99_99_30_99,99_99_99_13_99,99_99_99_30_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
243,For_3_Weeks,_,Original,Walk_dance_pop,pp,117,Lee_so_eum,none,none,none,none,100,@3week,ORG,none,0,Pentavision,onair,_,2_5_7_99_99,1_5_6_99_99,99_99_99_99_99,99_99_99_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
244,Legend_of_Moonlight,_,Original,Melodic_Trance,te,160,Memme,none,none,none,none,125,@lom,ORG,none,0,Pentavision,onair,_,3_7_10_13_99,3_10_12_15_99,99_99_99_99_99,99_99_99_99_99,0_0_0_80_80,0_0_0_180_150,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
